metadata_start,metadata_end,metadata_today,metadata_deviceid,metadata_subscriberid,region_district,facility_name,reporting_period,organisation,organisation_unlisted,site_type,site_type_name,facility_site_id,site_activity,site_activity_added_label,site_activity1,site_activity2,site_activity3,site_activity4,site_activity5,site_activity6,site_activity7,mobile_site_activity,mobile_site_activity_added_label,mobile_site_activity1,mobile_site_activity2,mobile_site_activity3,mobile_site_activity4,mobile_site_activity5,if_activity1,if_activity2,if_activity3,if_activity4,if_activity5,if_activity6,if_activity7,concat_site_activity,boys_nu105,boys_nu105_calculate,girls_nu105,girls_nu105_calculate,plw_nu105,plw_nu105_calculate,calculation_nu105,ack1,grp1_boys_nu101a,grp1_boys_nu101a_calculate,grp1_girls_nu101a,grp1_girls_nu101a_calculate,grp1_calculation_nu101a,grp1_boys_nu101a2,grp1_boys_nu101a2_calculate,grp1_girls_nu101a2,grp1_girls_nu101a2_calculate,grp1_calculation_nu101a2,grp1_boys_nu101a3,grp1_boys_nu101a3_calculate,grp1_girls_nu101a3,grp1_girls_nu101a3_calculate,grp1_calculation_nu101a3,grp1_boys_nu101a4,grp1_boys_nu101a4_calculate,grp1_girls_nu101a4,grp1_girls_nu101a4_calculate,grp1_calculation_nu101a4,grp1_boys_nu101a5,grp1_boys_nu101a5_calculate,grp1_girls_nu101a5,grp1_girls_nu101a5_calculate,grp1_calculation_nu101a5,grp1_calculation_sum_total_nu101a,ack2,grp2_boys_nu101b,grp2_boys_nu101b_calculate,grp2_girls_nu101b,grp2_girls_nu101b_calculate,grp2_calculation_nu101b,grp2_boys_nu101b2,grp2_boys_nu101b2_calculate,grp2_girls_nu101b2,grp2_girls_nu101b2_calculate,grp2_calculation_nu101b2,grp2_boys_nu101b3,grp2_boys_nu101b3_calculate,grp2_girls_nu101b3,grp2_girls_nu101b3_calculate,grp2_calculation_nu101b3,grp2_boys_nu101b4,grp2_boys_nu101b4_calculate,grp2_girls_nu101b4,grp2_girls_nu101b4_calculate,grp2_calculation_nu101b4,grp2_boys_nu101b5,grp2_boys_nu101b5_calculate,grp2_girls_nu101b5,grp2_girls_nu101b5_calculate,grp2_calculation_nu101b5,grp2_calculation_sum_total_nu101b,ack3,grp3_boys_nu101c,grp3_boys_nu101c_calculate,grp3_girls_nu101c,grp3_girls_nu101c_calculate,grp3_plw_nu101c,grp3_plw_nu101c_calculate,grp3_calculation_nu101c,grp3_boys_nu101c2,grp3_boys_nu101c2_calculate,grp3_girls_nu101c2,grp3_girls_nu101c2_calculate,grp3_plw_nu101c2,grp3_plw_nu101c2_calculate,grp3_calculation_nu101c2,grp3_boys_nu101c3,grp3_boys_nu101c3_calculate,grp3_girls_nu101c3,grp3_girls_nu101c3_calculate,grp3_plw_nu101c3,grp3_plw_nu101c3_calculate,grp3_calculation_nu101c3,grp3_boys_nu101c4,grp3_boys_nu101c4_calculate,grp3_girls_nu101c4,grp3_girls_nu101c4_calculate,grp3_plw_nu101c4,grp3_plw_nu101c4_calculate,grp3_calculation_nu101c4,grp3_calculation_sum_total_nu101c,ack4,grp4_boys_nu102a,grp4_boys_nu102a_calculate,grp4_girls_nu102a,grp4_girls_nu102a_calculate,grp4_calculation_nu102a,ack5,grp5_boys_nu102b,grp5_boys_nu102b_calculate,grp5_girls_nu102b,grp5_girls_nu102b_calculate,grp5_calculation_nu102b,ack6,grp6_boys_nu102c,grp6_boys_nu102c_calculate,grp6_girls_nu102c,grp6_girls_nu102c_calculate,grp6_plw_nu102c,grp6_plw_nu102c_calculate,grp6_calculation_nu102c,ack_6,grp_6_boys_nu103a,grp_6_boys_nu103a_calculate,grp_6_girls_nu103a,grp_6_girls_nu103a_calculate,grp_6_calculation_nu103a,ack7,grp7_boys_nu103b,grp7_boys_nu103b_calculate,grp7_girls_nu103b,grp7_girls_nu103b_calculate,grp7_calculation_nu103b,ack8,grp8_boys_nu103c,grp8_boys_nu103c_calculate,grp8_girls_nu103c,grp8_girls_nu103c_calculate,grp8_plw_nu103c,grp8_plw_nu103c_calculate,grp8_calculation_nu103c,ack9,grp9_boys_nu104a,grp9_boys_nu104a_calculate,grp9_girls_nu104a,grp9_girls_nu104a_calculate,grp9_calculation_nu104a,ack10,grp10_boys_nu104b,grp10_boys_nu104b_calculate,grp10_girls_nu104b,grp10_girls_nu104b_calculate,grp10_calculation_nu104b,ack11,grp11_boys_nu104c,grp11_boys_nu104c_calculate,grp11_girls_nu104c,grp11_girls_nu104c_calculate,grp11_plw_nu104c,grp11_plw_nu104c_calculate,grp11_calculation_nu104c,ack12,grp12_boys_nu109a,grp12_boys_nu109a_calculate,grp12_girls_nu109a,grp12_girls_nu109a_calculate,grp12_calculation_nu109a,ack13,grp13_boys_nu109b,grp13_boys_nu109b_calculate,grp13_girls_nu109b,grp13_girls_nu109b_calculate,grp13_calculation_nu109b,ack14,grp14_boys_nu109c,grp14_boys_nu109c_calculate,grp14_girls_nu109c,grp14_girls_nu109c_calculate,grp14_plw_nu109c,grp14_plw_nu109c_calculate,grp14_calculation_nu109c,ack15,grp15_boys_nu112a,grp15_boys_nu112a_calculate,grp15_girls_nu112a,grp15_girls_nu112a_calculate,grp15_calculation_nu112a,ack16,grp16_boys_nu112b,grp16_boys_nu112b_calculate,grp16_girls_nu112b,grp16_girls_nu112b_calculate,grp16_calculation_nu112b,ack17,grp17_boys_nu112c,grp17_boys_nu112c_calculate,grp17_girls_nu112c,grp17_girls_nu112c_calculate,grp17_plw_nu112c,grp17_plw_nu112c_calculate,grp17_calculation_nu112c,grp18_calculation_sum_total_nu113a,grp18_otp_total_begin_month_admitted,grp18_otp_difference,grp18_otp_difference_calc,grp19_calculation_sum_total_nu113b,grp19_sc_total_begin_month_admitted,grp19_sc_difference,grp19_sc_difference_calc,grp20_calculation_sum_total_nu113c,grp20_tsfp_total_begin_month_admitted,grp20_tsfp_difference,grp20_tsfp_difference_calc,grp21_calculation_sum_total_nu114a,grp22_calculation_sum_total_nu114b,grp23_calculation_sum_total_nu114c,ack24,grp24_boys_nu106,grp24_boys_nu106_calculate,grp24_girls_nu106,grp24_girls_nu106_calculate,grp24_plw_nu106,grp24_plw_nu106_calculate,grp24_calculation_nu106,ack25,grp25_boys_nu111,grp25_boys_nu111_calculate,grp25_girls_nu111,grp25_girls_nu111_calculate,grp25_calculation_nu111,ack26,grp26_boys_nu115,grp26_boys_nu115_calculate,grp26_girls_nu115,grp26_girls_nu115_calculate,grp26_calculation_nu115,ack27,grp27_plw_nu116,grp27_plw_nu116_calculate,ack28,grp28_boys_nu107,grp28_boys_nu107_calculate,grp28_girls_nu107,grp28_girls_nu107_calculate,grp28_plw_nu107,grp28_plw_nu107_calculate,grp28_calculation_nu107,ack29,grp29_plw_nu117,grp29_plw_nu117_calculate,ack30,grp30_male_nu118,grp30_male_nu118_calculate,grp30_female_nu118,grp30_female_nu118_calculate,grp30_calculation_nu118,reporting_nu201,reporting_nu201_added_label,reporting_rusf,reporting_rusf_added_label,reporting_bsfp_csb,reporting_bsfp_csb_added_label,reporting_mchn_csb,reporting_mchn_csb_added_label,total_nu402,meta_instanceid,_id,_submission_time,_submitted_by,_xform_id
2018-11-05 11:28:50.989,2018-11-05 13:10:40.292,2018-11-05,enketo.ona.io:a5f1AC1DsQUfArfU,subscriberid not found,Lower_Shabelle_Merka,Lower_Shabelle_Merka_Marka_Town_Ceel Jaale MCH,2018_October,,,1,Fixed Site,41194504,1 6,OTP || IYCF,1,6,,,,,,,,,,,,,OTP,IYCF,,,,,,Services provided: OTP IYCF,144,144,194,194,37,37,375,OK,290.0,290,383.0,383,673,19.0,19,24.0,24,43,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,43,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,,,,,,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,NaN,716,,,,,,,,,,,NaN,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,OK,,,,,,,,OK,123.0,123,OK,2.0,2,2.0,2,4,2,No,,,,,,,,uuid:ea0dee73-34f4-435c-bada-4a6efe3316a3,42714731,2018-11-05 10:15:49.000,ayuub_ngo,358345
2018-04-04 18:42:20.000,2018-04-04 18:54:45.000,2018-04-04,enketo.ona.io:EQlNH5fURK5LzabI,subscriberid not found,Lower_Shabelle_Merka,Lower_Shabelle_Merka_Marka_Town_Ayuub MCH,2018_January,,,1,Fixed Site,41194505,1 6,OTP || IYCF,1,6,,,,,,,,,,,,,OTP,IYCF,,,,,,Services provided: OTP IYCF,169,169,243,243,54,54,466,OK,398.0,398,429.0,429,827,116.0,116,169.0,169,285,5.0,5,11.0,11,16,0.0,0,0.0,0,0,0.0,0,0.0,0,0,301,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,45.0,45,63.0,63,108,OK,,,,,,OK,,,,,,,,OK,,,,,,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,NaN,1128,,,,,,,,,,,NaN,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,OK,,,,,,,,OK,276.0,276,OK,3.0,3,5.0,5,8,1,Yes,,,,,,,,uuid:5fc548b9-acb3-449b-9d71-df20087afd68,42714732,2018-04-04 15:57:15.000,ayuub_ngo,358345
2018-04-04 19:48:31.000,2018-04-29 16:57:09.000,2018-04-04,enketo.ona.io:EQlNH5fURK5LzabI,subscriberid not found,Lower_Shabelle_Merka,Lower_Shabelle_Merka_Marka_Town_Ayuub MCH,2018_February,,,1,Fixed Site,41194505,1 6,OTP || IYCF,1,6,,,,,,,,,,,,,OTP,IYCF,,,,,,Services provided: OTP IYCF,74,74,124,124,47,47,245,OK,474.0,474,546.0,546,1020,23.0,23,36.0,36,59,1.0,1,1.0,1,2,0.0,0,0.0,0,0,0.0,0,0.0,0,0,61,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,24.0,24,33.0,33,57,OK,,,,,,OK,,,,,,,,OK,,,,,,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,NaN,1081,,,,,,,,,,,NaN,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,OK,,,,,,,,OK,315.0,315,OK,3.0,3,5.0,5,8,1,Yes,,,,,,,,uuid:c47fd157-b62f-4ab3-bb5f-345a495d4604,42714733,2018-04-04 18:50:40.000,ayuub_ngo,358345
2018-05-05 15:21:53.000,2018-05-05 15:59:29.000,2018-05-05,enketo.ona.io:a5f1AC1DsQUfArfU,subscriberid not found,Lower_Shabelle_Merka,Lower_Shabelle_Merka_Marka_Town_Ayuub MCH,2018_April,,,1,Fixed Site,41194505,1 6,OTP || IYCF,1,6,,,,,,,,,,,,,OTP,IYCF,,,,,,Services provided: OTP IYCF,202,202,308,308,41,41,551,OK,484.0,484,565.0,565,1049,43.0,43,61.0,61,104,2.0,2,3.0,3,5,0.0,0,0.0,0,0,0.0,0,0.0,0,0,109,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,37.0,37,54.0,54,91,OK,,,,,,OK,,,,,,,,OK,,,,,,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,NaN,1158,,,,,,,,,,,NaN,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,OK,,,,,,,,OK,192.0,192,OK,2.0,2,1.0,1,3,1,Yes,,,,,,,,uuid:1bcbad65-83ba-4231-82b2-446148f4ad58,42714735,2018-05-05 13:08:26.000,ayuub_ngo,358345
2018-04-05 16:04:32.000,2018-04-29 17:02:59.000,2018-04-05,enketo.ona.io:a5f1AC1DsQUfArfU,subscriberid not found,Lower_Shabelle_Merka,Lower_Shabelle_Merka_Marka_Town_Ayuub MCH,2018_March,,,1,Fixed Site,41194505,1 6,OTP || IYCF,1,6,,,,,,,,,,,,,OTP,IYCF,,,,,,Services provided: OTP IYCF,103,103,138,138,52,52,293,OK,474.0,474,550.0,550,1024,38.0,38,52.0,52,90,1.0,1,2.0,2,3,0.0,0,0.0,0,0,0.0,0,0.0,0,0,93,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,29.0,29,39.0,39,68,OK,,,,,,OK,,,,,,,,OK,,,,,,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,NaN,1117,,,,,,,,,,,NaN,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,OK,,,,,,,,OK,226.0,226,OK,3.0,3,5.0,5,8,1,Yes,,,,,,,,uuid:6220902a-0b7b-4f11-bab9-13a869cad577,42714734,2018-04-05 13:25:04.000,ayuub_ngo,358345
2018-06-04 16:07:34.859,2018-06-04 16:41:16.374,2018-06-04,enketo.ona.io:HgmOCRhoEkQzG5nT,subscriberid not found,Lower_Shabelle_Merka,Lower_Shabelle_Merka_Marka_Town_Ayuub MCH,2018_May,,,1,Fixed Site,41194505,1 6,OTP || IYCF,1,6,,,,,,,,,,,,,OTP,IYCF,,,,,,Services provided: OTP IYCF,212,212,279,279,25,25,516,OK,492.0,492,575.0,575,1067,27.0,27,46.0,46,73,1.0,1,1.0,1,2,0.0,0,0.0,0,0,0.0,0,0.0,0,0,75,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,10.0,10,17.0,17,27,OK,,,,,,OK,,,,,,,,OK,,,,,,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,NaN,1142,,,,,,,,,,,NaN,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,OK,,,,,,,,OK,127.0,127,OK,2.0,2,2.0,2,4,1,Yes,,,,,,,,uuid:16279659-db80-4ed5-ab9c-0d44dfd58015,42714736,2018-06-04 13:49:59.000,ayuub_ngo,358345
2018-07-05 11:59:29.559,2018-07-05 12:24:40.532,2018-07-05,enketo.ona.io:a5f1AC1DsQUfArfU,subscriberid not found,Lower_Shabelle_Merka,Lower_Shabelle_Merka_Marka_Town_Ayuub MCH,2018_June,,,1,Fixed Site,41194505,1 6,OTP || IYCF,1,6,,,,,,,,,,,,,OTP,IYCF,,,,,,Services provided: OTP IYCF,190,190,245,245,41,41,476,OK,510.0,510,605.0,605,1115,34.0,34,45.0,45,79,1.0,1,1.0,1,2,0.0,0,0.0,0,0,0.0,0,0.0,0,0,81,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,2.0,2,3.0,3,5,OK,,,,,,OK,,,,,,,,OK,,,,,,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,NaN,1196,,,,,,,,,,,NaN,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,OK,,,,,,,,OK,192.0,192,OK,2.0,2,2.0,2,4,1,Yes,,,,,,,,uuid:1990a006-49f1-47f7-9835-01c341c924c6,42714737,2018-07-05 09:37:21.000,ayuub_ngo,358345
2018-08-05 11:30:12.703,2018-08-06 14:22:54.113,2018-08-05,enketo.ona.io:vctATJyLyLCVtDH4,subscriberid not found,Lower_Shabelle_Merka,Lower_Shabelle_Merka_Marka_Town_Ayuub MCH,2018_July,,,1,Fixed Site,41194505,1 6,OTP || IYCF,1,6,,,,,,,,,,,,,OTP,IYCF,,,,,,Services provided: OTP IYCF,194,194,208,208,37,37,439,OK,543.0,543,648.0,648,1191,21.0,21,44.0,44,65,0.0,0,1.0,1,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0,66,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,4.0,4,9.0,9,13,OK,,,,,,OK,,,,,,,,OK,,,,,,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,NaN,1257,,,,,,,,,,,NaN,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,OK,,,,,,,,OK,127.0,127,OK,2.0,2,2.0,2,4,1,Yes,,,,,,,,uuid:a6809e8f-8480-431c-8069-05e29aae7e38,42714738,2018-08-05 09:15:15.000,ayuub_ngo,358345
2018-09-05 12:33:55.033,2018-09-05 13:14:00.595,2018-09-05,enketo.ona.io:a5f1AC1DsQUfArfU,subscriberid not found,Lower_Shabelle_Merka,Lower_Shabelle_Merka_Marka_Town_Ayuub MCH,2018_August,,,1,Fixed Site,41194505,1 6,OTP || IYCF,1,6,,,,,,,,,,,,,OTP,IYCF,,,,,,Services provided: OTP IYCF,133,133,190,190,27,27,350,OK,560.0,560,684.0,684,1244,13.0,13,19.0,19,32,1.0,1,0.0,0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0,33,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,2.0,2,7.0,7,9,OK,,,,,,OK,,,,,,,,OK,,,,,,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,NaN,1277,,,,,,,,,,,NaN,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,OK,,,,,,,,OK,117.0,117,OK,2.0,2,2.0,2,4,2,No,,,,,,,,uuid:7339141b-18ac-4f00-96bb-8b41f469d429,42714739,2018-09-05 10:23:10.000,ayuub_ngo,358345
2018-10-03 13:50:25.353,2018-10-03 14:11:14.974,2018-10-03,enketo.ona.io:a5f1AC1DsQUfArfU,subscriberid not found,Lower_Shabelle_Merka,Lower_Shabelle_Merka_Marka_Town_Ayuub MCH,2018_September,,,1,Fixed Site,41194505,1 6,OTP || IYCF,1,6,,,,,,,,,,,,,OTP,IYCF,,,,,,Services provided: OTP IYCF,139,139,203,203,35,35,377,OK,572.0,572,696.0,696,1268,26.0,26,39.0,39,65,1.0,1,0.0,0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0,66,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,,,,,,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,NaN,1334,,,,,,,,,,,NaN,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,OK,,,,,,,,OK,107.0,107,OK,1.0,1,2.0,2,3,2,No,,,,,,,,uuid:cb4193f9-f263-4b74-a739-9e0caaaa0fea,42714740,2018-10-03 11:19:25.000,ayuub_ngo,358345
2018-11-05 13:11:17.708,2018-11-05 13:32:55.670,2018-11-05,enketo.ona.io:a5f1AC1DsQUfArfU,subscriberid not found,Lower_Shabelle_Merka,Lower_Shabelle_Merka_Marka_Town_Ayuub MCH,2018_October,,,1,Fixed Site,41194505,1 6,OTP || IYCF,1,6,,,,,,,,,,,,,OTP,IYCF,,,,,,Services provided: OTP IYCF,117,117,221,221,29,29,367,OK,598.0,598,736.0,736,1334,33.0,33,47.0,47,80,2.0,2,1.0,1,3,0.0,0,0.0,0,0,0.0,0,0.0,0,0,83,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,,,,,,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,,,,,,NaN,1417,,,,,,,,,,,NaN,,,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,,,,,,OK,,,OK,,,,,,,,OK,117.0,117,OK,2.0,2,2.0,2,4,2,No,,,,,,,,uuid:f04ef927-c97a-4a66-9719-fccbcb1f17b4,42714741,2018-11-05 10:42:11.000,ayuub_ngo,358345
2018-04-06 20:15:12.000,2018-04-06 21:04:26.000,2018-04-06,enketo.ona.io:1xSdLSnPea2D1J30,subscriberid not found,Bay_Baidoa,Bay_Baidoa_Howlwadag_Qasab1,2018_January,,,1,Fixed Site,41194508,1 3 6 7,OTP || TSFP || IYCF || Micronutrient,1,3,6,7,,,,,,,,,,,OTP,TSFP,IYCF,Micronutrient,,,,Services provided: OTP TSFP IYCF Micronutrient,1012,1012,1130,1130,780,780,2922,OK,44.0,44,50.0,50,94,25.0,25,27.0,27,52,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,52,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,127.0,127,142.0,142,76.0,76,345,48.0,48,60.0,60,25.0,25,133,20.0,20,24.0,24,0.0,0,44,0.0,0,0.0,0,0.0,0,0,177,OK,20.0,20,24.0,24,44,OK,,,,,,OK,6.0,6,8.0,8,8.0,8,22,OK,0.0,0,0.0,0,0,OK,,,,,,OK,0.0,0,0.0,0,0.0,0,0,OK,0.0,0,0.0,0,0,OK,,,,,,OK,0.0,0,0.0,0,0.0,0,0,OK,0.0,0,2.0,2,2,OK,,,,,,OK,0.0,0,0.0,0,0.0,0,0,OK,0.0,0,0.0,0,0,OK,,,,,,OK,0.0,0,0.0,0,0.0,0,0,46,146,100,,,,,,22,522,500,,100,,500,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,65.0,65,47.0,47,112,OK,25.0,25,OK,,,,,,,,OK,67.0,67,OK,3.0,3,7.0,7,10,1,Yes,,,,,,,,uuid:3d175d9f-b8bb-4a80-898a-463d346eee7b,42714742,2018-04-06 18:30:53.000,sci_abdi_sharif_mohamed,358345
2018-04-06 21:04:36.000,2018-04-06 21:35:07.000,2018-04-06,enketo.ona.io:1xSdLSnPea2D1J30,subscriberid not found,Bay_Baidoa,Bay_Baidoa_Howlwadag_Qasab1,2018_February,,,1,Fixed Site,41194508,1 3 6 7,OTP || TSFP || IYCF || Micronutrient,1,3,6,7,,,,,,,,,,,OTP,TSFP,IYCF,Micronutrient,,,,Services provided: OTP TSFP IYCF Micronutrient,1790,1790,2106,2106,300,300,4196,OK,49.0,49,51.0,51,100,35.0,35,41.0,41,76,1.0,1,0.0,0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0,77,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,189.0,189,218.0,218,93.0,93,500,51.0,51,58.0,58,37.0,37,146,28.0,28,30.0,30,0.0,0,58,0.0,0,0.0,0,0.0,0,0,204,OK,28.0,28,30.0,30,58,OK,,,,,,OK,57.0,57,63.0,63,49.0,49,169,OK,0.0,0,0.0,0,0,OK,,,,,,OK,0.0,0,0.0,0,0.0,0,0,OK,0.0,0,0.0,0,0,OK,,,,,,OK,0.0,0,0.0,0,0.0,0,0,OK,3.0,3,2.0,2,5,OK,,,,,,OK,7.0,7,6.0,6,2.0,2,15,OK,0.0,0,1.0,1,1,OK,,,,,,OK,0.0,0,3.0,3,0.0,0,3,64,177,113,,,,,,187,704,517,,113,,517,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,107.0,107,92.0,92,199,OK,37.0,37,OK,,,,,,,,OK,213.0,213,OK,0.0,0,0.0,0,0,1,Yes,,,,,,,,uuid:d4c86ab4-a842-4cff-a714-48d8a1e1dd1b,42714743,2018-04-07 04:06:56.000,sci_abdi_sharif_mohamed,358345
2018-05-05 10:41:30.000,2018-05-06 09:11:35.000,2018-05-05,enketo.ona.io:YY3aW58zbp5BsC84,subscriberid not found,Bay_Baidoa,Bay_Baidoa_Howlwadag_Qasab1,2018_April,,,1,Fixed Site,41194508,1 3 6 7,OTP || TSFP || IYCF || Micronutrient,1,3,6,7,,,,,,,,,,,OTP,TSFP,IYCF,Micronutrient,,,,Services provided: OTP TSFP IYCF Micronutrient,712,712,608,608,301,301,1621,OK,54.0,54,60.0,60,114,33.0,33,39.0,39,72,0.0,0,1.0,1,1,2.0,2,0.0,0,2,0.0,0,2.0,2,2,77,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,260.0,260,263.0,263,105.0,105,628,69.0,69,97.0,97,27.0,27,193,21.0,21,28.0,28,0.0,0,49,0.0,0,0.0,0,0.0,0,0,242,OK,21.0,21,28.0,28,49,OK,,,,,,OK,207.0,207,216.0,216,30.0,30,453,OK,2.0,2,4.0,4,6,OK,,,,,,OK,0.0,0,0.0,0,0.0,0,0,OK,0.0,0,0.0,0,0,OK,,,,,,OK,0.0,0,0.0,0,0.0,0,0,OK,2.0,2,2.0,2,4,OK,,,,,,OK,4.0,4,2.0,2,9.0,9,15,OK,3.0,3,2.0,2,5,OK,,,,,,OK,0.0,0,0.0,0,0.0,0,0,64,191,127,,,,,,468,870,402,,127,,402,OK,,,,,,,,OK,0.0,0,0.0,0,0,OK,67.0,67,98.0,98,165,OK,27.0,27,OK,,,,,,,,OK,275.0,275,OK,0.0,0,0.0,0,0,1,Yes,,,,,,,,uuid:7e873507-3f46-4fc1-9bcf-511f791a9f3f,42714744,2018-05-05 17:31:12.000,sci_abdi_sharif_mohamed,358345
